PolicyID,CustomerName,PolicyType,StartDate,PremiumAmount
10207,Philip Delgado,Life,2021-08-22,573.97
10208,Raymond Miller,Home,2024-10-03,2091.45
10209,Paul Martin,Life,2023-08-07,313.67
10210,Tina Gamble,Health,2022-11-16,734.18
10211,Emily Moore,Home,2021-05-30,1781.58
10212,Eric Chambers,Life,2021-03-12,2168.12
10213,Erica Gould,Health,2023-01-23,2060.3
10214,Angela Kelly,Life,2020-09-29,905.53
10215,Paula Baker,Auto,2023-08-01,2222.88
10216,Jonathan Coleman,Auto,2023-06-01,940.57
10217,Ashley Carlson,Health,2024-07-25,1178.58
10218,Alex Williams,Auto,2022-03-27,2315.53
10219,Richard Walker,Auto,2021-05-09,2054.01
10220,Cheryl Hart,Home,2023-02-22,2592.9
10221,Julie Washington,Life,2020-09-08,2075.55
10222,Morgan Skinner,Home,2022-06-21,1834.43
10223,Jeffrey Dawson,Life,2021-09-21,552.92
10224,Manuel Poole,Auto,2025-02-25,1292.83
10225,Tyler Hawkins,Home,2022-12-08,1016.05
10226,Norman Sanders,Life,2023-01-04,958.77
10227,Joe Parker,Life,2021-11-17,2927.13
10228,Benjamin Trujillo,Home,2023-09-19,1361.36
10229,Dawn Day,Health,2023-06-23,2708.53
10230,Joseph Garcia,Life,2022-02-15,2004.07
10231,Abigail Bailey,Auto,2022-09-23,2445.99
10232,Sheri Burke,Life,2022-02-21,1657.12
10233,Jeremy Williams,Auto,2020-10-18,1857.64
10234,Tiffany Fritz,Home,2021-06-06,1629.8
10235,Mary Stone,Life,2021-02-16,827.16
10236,Christina Sweeney,Auto,2020-11-15,2250.62
10237,Jessica Walsh,Auto,2023-10-18,1058.09
10238,Amy Griffin,Home,2024-03-14,365.65
10239,Sonya Jones,Life,2025-01-22,2042.78
10240,Michael Munoz,Life,2023-06-01,778.2
10241,Veronica Davis,Home,2024-11-26,2839.24
10242,Patrick Livingston,Life,2020-11-07,2875.61
10243,Courtney Harvey,Home,2023-09-29,2770.13
10244,Daniel Young,Life,2023-07-19,1299.43
10245,Sarah Obrien,Health,2024-06-03,341.73
10246,Jason Fitzgerald,Life,2024-11-06,2806.46
10247,Krystal Jenkins MD,Auto,2023-03-16,1456.1
10248,Thomas Newman,Auto,2023-11-07,2909.97
10249,Richard Santos,Health,2024-07-01,2901.77
10250,Brenda Brewer,Life,2021-04-02,2603.13
10251,Adam Watson,Auto,2021-08-23,1095.01
10252,Robert Gonzalez,Auto,2022-04-20,1339.76
10253,David Allen,Life,2021-12-28,2598.07
10254,John Noble,Home,2022-01-01,1155.69
10255,Michael Bridges,Life,2022-05-07,757.63
10256,James Cardenas,Home,2023-08-06,1803.36
10257,Julian Gardner,Health,2024-06-05,2827.62
10258,Cassandra Hall,Health,2023-12-07,2179.28
10259,Tyler Gonzales,Auto,2021-07-18,1839.17
10260,Erica Madden,Auto,2025-03-01,562.38
10261,Tina Moon,Auto,2022-05-14,1960.52
10262,Larry Gonzalez,Home,2024-04-29,2973.15
10263,Jon Smith,Auto,2024-05-25,678.23
10264,Tina Turner,Life,2020-07-13,1699.49
10265,Angela Wallace,Home,2024-03-08,2668.91
10266,William Mckenzie,Health,2024-04-11,2300.08
10267,Tamara Jimenez,Home,2020-07-10,2181.94
10268,Rebecca Snyder,Auto,2024-11-17,2196.71
10269,Mr. Jonathan Wiggins,Life,2020-11-17,1270.63
10270,Julia Romero,Life,2024-01-01,1092.7
10271,Aaron Reyes,Auto,2022-07-13,2485.28
10272,Dustin Barker,Life,2024-03-06,2487.31
10273,Judy Brown,Home,2023-02-14,2641.1
10274,Mrs. Stacy Walters,Home,2021-08-06,2765.75
10275,Lori Morgan,Auto,2020-07-07,1680.62
10276,Michael Brown,Life,2025-03-20,1654.09
10277,Matthew Dixon,Health,2020-06-26,2455.4
10278,Kyle Schmitt,Home,2024-01-22,2054.9
10279,Kristin Lozano,Home,2024-08-07,2195.31
10280,Zachary Adams,Home,2020-06-18,2448.64
10281,Brandi Walter,Home,2023-10-12,2703.01
10282,Lisa Hill,Health,2020-12-20,1212.59
10283,Anthony Dunn,Auto,2021-07-10,1314.07
10284,Kristin Valdez,Home,2022-04-24,553.75
10285,Anthony Rodriguez,Life,2022-08-02,1861.36
10286,Michael Ford,Health,2022-11-19,397.04
10287,Karen Logan,Home,2021-06-25,1557.11
10288,Jerome Bush,Life,2020-12-18,1765.14
10289,Brittany Pena,Home,2025-02-20,1073.66
10290,Tammy Davis,Auto,2022-07-21,1895.25
10291,Casey Morrison,Health,2022-12-29,382.35
10292,Jesse Floyd,Auto,2024-10-09,400.84
10293,Pamela Stevens,Health,2021-02-01,2521.02
10294,Nancy Robinson,Home,2022-02-21,1272.51
10295,Ann Marshall,Home,2024-06-27,643.06
10296,Andrea Baker,Health,2020-11-20,1710.06
10297,Troy White,Life,2022-07-06,2378.98
10298,Jeffery Klein,Life,2023-04-18,882.72
10299,Stacy Drake,Home,2024-06-05,1981.8
10300,Madeline Nelson,Home,2022-12-14,530.44
10301,Judith Horton,Auto,2022-12-04,439.54
10302,Jack Benson,Home,2024-06-23,1734.66
10303,Mr. Christopher Walker,Health,2021-01-07,1759.71
10304,Oscar Sellers,Life,2023-10-25,2021.06
10305,Steven Vaughn,Life,2023-03-05,2260.45
10306,Jacob Hale,Auto,2024-02-19,2934.8
10307,David Morris,Life,2024-03-07,1694.01
10308,Christopher Hartman,Life,2022-06-04,1171.98
10309,Jesse Callahan,Health,2022-11-21,2447.0
10310,Sarah Jimenez,Life,2020-07-19,1031.25
10311,Tony Bell,Auto,2023-12-03,1485.22
10312,Timothy Cruz,Auto,2025-03-27,511.83
10313,Lauren Adams,Life,2024-09-03,368.45
10314,Andrew Garza,Home,2022-02-07,2899.15
10315,Jennifer Howell,Life,2023-03-04,2557.15
10316,Yvonne Schmidt,Auto,2023-07-18,2179.13
10317,Megan Obrien,Auto,2023-08-27,1404.17
10318,John Robinson,Health,2022-03-07,767.89
10319,Elizabeth Yoder,Life,2022-06-15,722.38
10320,Heather Bartlett,Life,2021-05-05,975.66
10321,Michael Mcintyre,Health,2021-09-23,1782.91
10322,Derek Morrison,Auto,2020-10-23,2229.41
10323,Karina Hernandez,Health,2020-11-14,2082.53
10324,James Roman,Home,2023-10-23,1055.82
10325,Sharon Stevenson,Life,2024-12-17,2878.14
10326,Roy Lopez,Auto,2024-02-13,2292.32
10327,Eric Heath,Health,2021-11-03,1796.76
10328,Gerald Mills,Auto,2024-03-20,1951.65
10329,Angela Sanchez,Home,2023-11-03,1432.92
10330,Patricia Peterson,Life,2021-10-09,968.87
10331,Michael Tate,Health,2021-01-30,1261.13
10332,Alex Wagner,Auto,2023-09-17,2346.18
10333,Kathryn Barber,Life,2020-11-28,338.86
10334,Martha Thomas,Life,2024-12-28,613.4
10335,Luis Vasquez,Auto,2023-12-19,424.21
10336,Kelly Mills,Life,2024-02-24,409.97
10337,Richard Moore,Life,2022-08-31,2609.74
10338,Charles Parks,Health,2022-07-31,2199.88
10339,Hayley Cooke,Life,2023-12-15,1580.27
10340,Timothy Torres,Health,2020-06-30,564.15
10341,Anthony French,Life,2023-02-22,1627.36
10342,Lee Bautista,Home,2024-04-07,1578.37
10343,Priscilla Rose,Home,2024-06-13,767.65
10344,Anthony Torres,Health,2020-06-15,1471.4
10345,Joshua Ballard,Health,2023-11-10,1375.96
10346,Joseph Cox,Home,2024-02-18,1962.8
10347,Brandon Crawford,Life,2023-04-14,2014.75
10348,Clayton Vaughn,Health,2022-10-31,422.32
10349,Robin Price,Auto,2025-01-09,1311.45
10350,Dwayne Schneider,Life,2024-01-21,1989.82
10351,Courtney Patrick,Life,2023-11-22,1658.47
10352,Tristan Young,Home,2022-08-09,2612.52
10353,Kenneth Lowery,Health,2020-07-04,2078.47
10354,Mrs. Brittany Small,Life,2021-05-14,739.92
10355,Tracey Montgomery,Health,2025-01-19,490.54
10356,Judy Yang,Health,2022-01-26,2034.53
10357,Kathryn Robbins,Health,2022-09-28,371.58
10358,Mark Johnson,Home,2020-09-10,1881.59
10359,Rachel Taylor,Health,2021-11-23,2838.62
10360,Donald Little,Home,2024-03-15,1853.78
10361,Rebecca Miranda,Auto,2021-07-19,1348.06
10362,Monica Blair,Life,2022-09-11,2036.88
10363,Chad Hamilton,Life,2025-03-19,1537.28
10364,Samuel Douglas,Auto,2024-09-11,1773.17
10365,Laura Lee,Home,2024-11-24,2841.95
10366,Michelle Clark,Life,2020-12-20,1342.48
10367,Sherry Thompson,Home,2022-05-27,2895.21
10368,Christopher Graham,Home,2022-01-13,2744.45
10369,Kathryn Osborn,Home,2024-05-28,828.64
10370,Emily Dorsey,Auto,2024-03-30,487.28
10371,Dwayne Charles,Auto,2021-09-23,572.1
10372,Crystal Woodard,Home,2021-10-07,349.2
10373,Kimberly Gonzalez,Health,2023-06-23,555.0
10374,Jaime Wilson,Auto,2023-05-12,2144.12
10375,Dale Weber,Health,2025-01-13,492.21
10376,David Brown,Health,2024-04-22,1161.23
10377,Shane Dickson,Home,2025-04-24,2581.16
10378,Jessica Ellis,Health,2023-07-14,362.83
10379,Jacob Griffin,Health,2025-01-23,2499.06
10380,Mark Davis,Health,2021-02-26,1061.01
10381,David Herrera,Home,2020-10-05,619.05
10382,Robin Sanchez MD,Home,2021-03-29,2181.19
10383,Eric Clark,Auto,2024-10-09,1998.15
10384,Karen Shea,Auto,2023-03-28,2669.17
10385,Shannon Kim,Health,2023-10-09,2284.69
10386,Amber Zhang,Home,2023-08-15,2469.4
10387,Julia Anderson,Home,2023-06-20,1061.49
10388,Jesse Steele,Health,2021-01-31,779.09
10389,Gary Little,Auto,2023-04-08,2326.66
10390,Beverly Fowler,Home,2020-12-07,2478.45
10391,Fernando Gutierrez,Auto,2021-08-26,2974.36
10392,Sarah Ward,Health,2024-02-26,1414.07
10393,Tammy Russell,Home,2021-01-16,1304.45
10394,Robert Sawyer,Health,2024-09-26,2396.31
10395,Michelle Brown,Life,2023-09-08,1220.17
10396,James Alexander,Health,2022-04-19,2813.04
10397,Robert Porter,Health,2023-02-21,2617.71
10398,Lisa Hernandez,Health,2021-07-08,1458.28
10399,Omar Rodgers,Home,2025-01-17,2327.35
10400,Cathy Brown,Health,2020-09-26,2337.27
10401,Robin Dennis,Health,2024-02-14,578.43
10402,Joanne Bray,Life,2022-10-19,2736.89
10403,Lori Johnson,Home,2024-02-10,1664.18
10404,Elizabeth Parrish,Life,2025-03-05,2531.44
10405,Melanie Santos,Health,2020-12-02,1164.13
10406,Matthew Williams,Home,2020-07-16,2717.91
10407,Kaitlin Hawkins,Life,2023-06-25,1350.84
10408,James Dean,Health,2025-01-03,329.26
10409,Michael Page,Auto,2025-04-17,2744.53
10410,Jessica Reed,Life,2020-11-03,546.47
10411,Patrick Young,Home,2024-06-19,1162.15
10412,Alyssa Dean,Life,2023-05-10,2865.17
10413,Paul Maldonado,Life,2021-08-17,2866.64
10414,Chase Ray,Life,2025-02-26,1848.28
10415,Andrew Contreras,Auto,2024-08-07,2005.96
10416,David Hunt,Home,2023-09-21,1510.8
10417,Laura Sanchez,Home,2020-11-21,1091.67
10418,Charles Kirby,Home,2023-08-02,1187.39
10419,Kevin Joseph,Health,2025-01-24,2115.8
10420,Arthur King,Home,2022-09-07,2331.41
10421,Nicholas Garcia,Home,2023-09-13,2437.26
10422,Anna Berry,Auto,2024-07-04,2431.97
10423,Mary Blankenship,Health,2021-10-13,546.26
10424,Keith Davis,Health,2023-01-05,1634.93
10425,Amy Davenport,Life,2024-04-27,455.41
10426,Linda Huynh,Health,2020-09-29,1783.73
10427,Amanda Johnson,Health,2021-07-28,1492.13
10428,Michele Livingston,Auto,2020-10-07,2696.8
10429,Patrick Martin,Home,2022-02-06,1247.47
10430,Wendy Henderson,Health,2021-05-07,616.08
10431,Vincent Freeman,Health,2022-05-15,686.08
10432,Tracy Mccarty,Auto,2025-02-23,2356.08
10433,Dana Miller,Health,2024-12-29,1969.19
10434,James Walter,Health,2023-10-25,573.03
10435,Danielle Brown,Auto,2021-08-20,527.09
10436,Larry Vasquez,Life,2020-07-09,2192.62
10437,Luke Nunez,Life,2021-08-23,496.46
10438,Kevin Smith,Health,2023-02-07,2519.02
10439,Stephen Cooper,Health,2025-03-23,2206.85
10440,Roger Smith,Home,2023-07-01,519.64
10441,Bruce Lee,Health,2025-03-14,529.06
10442,David Wilkins,Home,2022-12-09,2963.93
10443,Andrew Jones,Life,2025-06-10,1310.53
10444,Paula Bowen,Health,2023-12-31,1300.73
10445,Teresa Owen,Health,2021-02-17,2494.56
10446,Matthew Moreno MD,Auto,2021-06-26,2857.57
10447,David Walker,Health,2021-01-21,2962.2
10448,Donna Hudson,Life,2021-09-14,2334.12
10449,David Miller,Health,2023-07-03,1315.9
10450,Deborah Strickland,Home,2024-09-06,525.45
10451,Maria Brown,Health,2022-10-21,2398.3
10452,Jack Johnson,Home,2023-12-01,1807.69
10453,Seth Santiago,Auto,2025-04-17,1445.4
10454,Dr. Shirley Stone,Health,2023-12-05,2747.16
10455,Charles Fitzgerald,Auto,2023-12-06,600.23
10456,Heather Smith,Auto,2023-04-17,1630.09
10457,Greg Martin,Health,2021-09-27,330.65
10458,Alexander Cox,Home,2021-09-26,1565.38
10459,Leroy Little,Health,2022-08-10,452.02
10460,Kenneth Myers,Home,2023-07-08,620.81
10461,Crystal Boyd,Auto,2023-12-16,617.32
10462,Scott Bailey,Life,2021-11-04,2052.87
10463,David Macdonald,Health,2022-09-19,2314.32
10464,Courtney Peterson,Life,2020-10-13,1875.1
10465,Mr. Scott Baldwin PhD,Home,2020-10-06,2897.87
10466,Connor Watts,Health,2020-10-31,1312.15
10467,Laura Villa,Life,2020-10-29,1071.42
10468,David Oliver,Life,2022-10-19,2645.22
10469,Emily Chase,Health,2025-01-19,903.71
10470,Jacob Hahn,Life,2022-03-07,2900.7
10471,Robert Williams,Health,2023-09-22,332.82
10472,Cynthia Rocha,Life,2020-07-22,2918.67
10473,Jaime Salas,Auto,2022-08-15,416.53
10474,Juan Alvarez,Health,2025-06-08,2706.09
10475,Patricia Owens,Auto,2021-02-24,1724.79
10476,Stuart Barnes,Auto,2021-09-13,2981.0
10477,Patricia Green,Life,2022-05-31,499.25
10478,Becky Johnson,Home,2023-04-07,1795.41
10479,Erik Roy,Auto,2022-03-05,2917.12
10480,Cindy Golden,Auto,2020-11-04,1712.36
10481,Jennifer Santiago DDS,Auto,2021-10-30,1999.38
10482,Robert Rivera,Home,2022-07-15,2178.52
10483,Kelly Russell,Home,2022-04-25,1527.26
10484,Amy Dyer,Auto,2024-06-15,1994.41
10485,Karen Barr,Home,2022-08-24,1877.65
10486,Hannah Roman,Home,2022-10-11,2733.13
10487,Gerald Branch,Home,2024-09-02,422.71
10488,Alexander Roberts,Health,2022-02-13,1058.6
10489,Stacey Meyers,Auto,2021-07-01,2866.11
10490,Marvin Ramirez,Home,2021-04-05,2703.71
10491,Jonathan Warren,Health,2024-10-08,1530.27
10492,David Smith,Life,2020-06-16,1974.36
10493,Jessica Riddle,Life,2020-10-07,1048.93
10494,Lori Wiley,Home,2024-04-15,807.93
10495,Carla Arnold,Auto,2021-01-22,1551.99
10496,Ashley Stevenson,Home,2023-11-10,1254.05
10497,Christopher Young,Life,2021-03-17,1875.87
10498,Katie Holmes,Auto,2023-11-19,509.88
10499,James Nunez,Auto,2022-08-02,2930.87
10500,Kimberly Smith,Life,2023-09-04,2962.77
10501,Kim Jones,Health,2024-02-14,2185.04
10502,Riley Perry,Health,2024-01-25,1747.46
10503,Heather Stone,Home,2022-09-20,1135.72
10504,Brett Ryan,Auto,2021-03-08,2497.25
10505,Amy Parker,Home,2025-02-03,2148.77
10506,Christopher Berry,Auto,2022-01-02,739.07
10507,Sabrina Miller,Life,2024-09-29,2759.5
10508,Michael Hunter,Auto,2021-11-16,2520.85
10509,Nancy Carlson,Auto,2024-09-13,2864.46
10510,Paul Martinez,Life,2022-02-14,2259.44
10511,Monique Roman,Health,2020-06-14,1956.22
10512,Michael Underwood Jr.,Life,2025-02-22,1429.26
10513,Miguel Alexander,Auto,2023-08-27,2818.37
10514,Amanda Acosta,Life,2022-01-30,2638.37
10515,Dr. Natalie Ramos,Auto,2022-04-14,422.09
10516,Brandon Key,Health,2025-05-31,371.19
10517,Gary Cortez,Health,2020-11-19,1316.45
10518,Kevin Fernandez,Auto,2024-01-29,2488.49
10519,Patty Taylor,Health,2023-04-22,2965.65
10520,Lisa Adams,Life,2020-08-17,706.13
10521,John Velazquez,Health,2024-12-07,1904.15
10522,Angela Cook,Home,2024-05-22,1328.41
10523,Janet Rogers,Health,2021-06-08,2918.77
10524,Dennis Lawson,Home,2023-10-30,2573.72
10525,Brittany Fitzgerald,Life,2022-06-25,2563.49
10526,Eric Gonzalez,Health,2025-01-02,1565.47
10527,Jesse David,Health,2025-01-01,1420.01
10528,Anna Miller,Health,2021-07-27,1038.2
10529,Christopher Miller,Life,2024-12-19,452.21
