ClaimID,PolicyID,CustomerName,PolicyType,PremiumAmount,StartDate,ClaimType,ClaimAmount,ClaimStatus,ClaimDate,AdjusterID,AdjusterName,Region
daf495c2-d7e2-4ca3-befc-c5832ffe60da,10415,Andrew Contreras,Auto,2005.96,2024-08-07,Fire,1424.36,Open,2024-10-09,23,Jesse Robertson,West
96a4ba3a-9e46-4dbd-ba3d-6365d166b09b,10626,Steven Washington,Health,1296.07,2025-04-19,Theft,393.13,Paid,2025-04-24,10,Megan Johnson,Central
4470509c-167a-444a-afe3-86cfe578c6ca,10643,Sheila Morgan,Auto,870.91,2023-01-31,Liability,796.06,In Review,2025-02-07,5,Ryan Kelley,South
61cf1a2b-a21e-4311-98f9-306c219f9343,10307,David Morris,Life,1694.01,2024-03-07,Accident,1354.27,In Review,2024-06-23,2,Micheal Ward,North
ca57fb2a-c880-4310-9fac-22d58b8236be,10045,Bryan Haynes,Home,998.71,2020-11-10,Theft,314.36,In Review,2024-04-28,14,Maria Jones,North
d32ecb13-fa15-4385-a816-5b18dad8ff59,10439,Stephen Cooper,Health,2206.85,2025-03-23,Medical,1148.68,Paid,2025-04-30,22,Darren Green,Central
e6e484d5-85f0-4d9c-8b91-fd7b403a3fa8,10960,Emily Delacruz,Health,2292.69,2021-06-23,Accident,1571.42,Paid,2024-02-07,47,Joseph Myers,North
b3a10d58-62c7-4cf0-83b2-7bb4c9db23ab,10466,Connor Watts,Health,1312.15,2020-10-31,Fire,701.47,Closed,2025-05-22,37,Cristina Weiss,North
d8609103-d279-4268-b8e3-c97589166911,10250,Brenda Brewer,Life,2603.13,2021-04-02,Liability,1203.08,Paid,2022-09-17,4,Jasmine Gill,South
6f8c5158-668d-48a0-9e5c-c070896f2c4a,10177,Kristina Barton,Health,2165.53,2021-07-29,Accident,1118.59,Paid,2025-04-22,40,Xavier George,East
1cb15801-d32c-464b-9dd6-a4d0f49efda6,10300,Madeline Nelson,Home,530.44,2022-12-14,Theft,465.75,In Review,2025-04-24,18,Joshua Wilson,Central
d56eacc7-9bff-49e5-a16c-c1dadce1e409,10921,Anthony Parsons,Auto,2644.86,2024-10-13,Medical,1793.9,In Review,2025-03-19,32,Michelle Hale,East
8d047ff5-776d-4d36-9ec6-526c64c251c5,10971,Marcia Case,Home,2091.91,2025-03-09,Liability,1375.44,Paid,2025-05-12,18,Joshua Wilson,Central
87d5123d-943c-44b9-afbe-cb8ae92f1f5e,10706,Amanda Moore MD,Health,2972.89,2020-11-02,Accident,1881.77,Closed,2023-02-07,8,Wendy Mccoy,Central
2b1fbe7b-0957-49ea-bc81-77ed1c031e29,10042,Jeffrey Mann,Home,1636.98,2020-09-03,Fire,1525.98,Paid,2023-04-28,19,Tammy Solomon,North
6478e263-4d48-4471-ab8d-c0e13a70f2a3,10429,Patrick Martin,Home,1247.47,2022-02-06,Liability,1016.45,Paid,2022-03-06,43,Kimberly Miranda,East
cbfd0de3-9a8c-4067-bc9e-18a1d3264f9d,10746,Rodney Swanson,Life,2728.85,2021-11-07,Fire,752.74,Paid,2023-06-03,26,Megan Salinas,Central
72fe82da-d41f-44ba-8856-a779af758601,10727,Maureen Martin,Life,677.39,2023-03-28,Liability,306.71,Paid,2025-03-10,14,Maria Jones,North
612b491a-635f-4e45-a11f-7a9bf02a41c1,10115,Shannon Blackwell,Home,2010.19,2021-03-14,Fire,1138.33,Open,2023-05-29,50,Eric Taylor,Central
6c8c32cf-4c74-4a97-b372-fa13bc51382b,10875,Megan Hester MD,Life,368.54,2025-03-25,Accident,289.2,Closed,2025-04-17,19,Tammy Solomon,North
dcf77b27-da2c-4339-b1de-fd44e9b6f95e,10286,Michael Ford,Health,397.04,2022-11-19,Fire,186.79,Paid,2023-05-16,32,Michelle Hale,East
fdd6fb63-7aec-4844-a587-6da196bd848c,10430,Wendy Henderson,Health,616.08,2021-05-07,Medical,474.54,Paid,2024-01-16,25,Rebecca Ayala,West
e3f493c7-4b6e-41ae-a90f-741eb2109061,10584,Bethany Glenn,Home,1187.63,2022-01-28,Liability,196.02,In Review,2024-05-22,33,Brian Marshall,South
6743f949-a4a4-4eb2-a101-08518305e812,10765,Larry Morris,Health,390.54,2022-08-19,Liability,286.06,Closed,2024-05-18,23,Jesse Robertson,West
8e7301a2-a84f-424d-a378-ef4a1a72d913,10047,Aaron Evans,Health,1141.62,2023-09-08,Theft,978.89,Paid,2025-01-12,48,Carol Martin,West
629fd446-abae-4085-94a8-be860a12196b,10749,Thomas Swanson,Health,2747.47,2022-10-27,Theft,2028.15,Paid,2022-11-06,30,Kayla Cox,West
667134d2-d6eb-453b-925b-dda57b561c09,10400,Cathy Brown,Health,2337.27,2020-09-26,Theft,510.22,Closed,2023-11-29,37,Cristina Weiss,North
326b60a8-c6d6-4c36-bb12-89a2a630d2db,10824,Jennifer Henry,Life,1375.06,2021-10-15,Medical,530.93,Denied,2022-02-08,46,Christopher Johnson,Central
c33aa1d9-3442-4680-84e9-5e06c35c0d6d,10663,Michael Hutchinson,Life,1935.59,2023-04-18,Medical,371.92,Paid,2024-03-23,26,Megan Salinas,Central
a87e694c-0255-4830-ace5-2527ef1d053b,10539,Tommy White,Auto,1516.47,2023-02-08,Theft,1258.67,Open,2024-05-23,11,Tony Randall,West
5039ab12-4aa3-431b-a8b4-785774a79b5c,10991,Tyler Mora,Auto,2458.42,2024-09-21,Liability,2433.14,Paid,2024-12-12,45,Samantha Cohen,West
b5bc7522-9c18-4630-84c4-19ffe720eaba,10048,Julie Walker,Health,1704.18,2021-08-06,Fire,212.9,Paid,2024-01-28,7,Christopher Miller,North
500cbfd8-1fee-426b-8c30-d3c5dd895723,10346,Joseph Cox,Home,1962.8,2024-02-18,Accident,516.81,Paid,2025-03-13,26,Megan Salinas,Central
f16cc89b-859e-4c02-b9b6-691f8a43c54a,10424,Keith Davis,Health,1634.93,2023-01-05,Liability,669.82,Paid,2024-10-06,20,Dr. Jeffrey Guerrero,Central
a5e339f8-932e-440a-aa74-e13db671a360,10179,Wendy Carroll,Health,2829.17,2023-03-13,Fire,320.52,Paid,2024-06-16,50,Eric Taylor,Central
d7252cc2-599f-4f52-a097-d6a1bb6d0ce4,10535,Gina Hansen,Home,2376.27,2024-10-03,Accident,890.11,Paid,2025-02-12,41,Nichole Hill,East
f1337504-51b2-4a1c-b335-e62824ba5c09,10789,Melissa Ali,Auto,1547.42,2024-09-03,Theft,961.37,Denied,2025-01-26,13,Jacqueline Hall,North
a56a2356-56dc-40fe-8bf6-f7e145838997,10417,Laura Sanchez,Home,1091.67,2020-11-21,Fire,221.16,Paid,2024-03-29,42,Dean Richardson,Central
57131338-a52f-4246-8908-eddba4eae5b9,10733,Ashley Escobar,Auto,2096.03,2021-04-06,Accident,692.4,Paid,2022-01-14,10,Megan Johnson,Central
c41f416b-db78-4f15-ac48-3d7f7c29be2e,10917,Andrew Oliver,Health,1095.06,2021-07-08,Fire,585.82,Paid,2023-01-09,39,Fred Glenn,North
ff8e543f-d376-45a6-90c4-079dd5b209ef,10361,Rebecca Miranda,Auto,1348.06,2021-07-19,Accident,368.57,Closed,2022-01-12,42,Dean Richardson,Central
00889910-4b63-48cc-8fbc-68ad1e1120f4,10347,Brandon Crawford,Life,2014.75,2023-04-14,Theft,1608.57,Paid,2023-11-20,50,Eric Taylor,Central
d1b64adc-488a-4fbe-900c-6e2313d42266,10324,James Roman,Home,1055.82,2023-10-23,Medical,115.69,Paid,2025-04-30,37,Cristina Weiss,North
98fd7e82-6880-43f5-a1bb-1b47046c43a8,10804,Katie Carey,Health,1938.13,2021-04-29,Liability,1003.77,Paid,2024-02-18,37,Cristina Weiss,North
4f7294c6-e491-4b05-a9bd-bfd45c9d6be8,10507,Sabrina Miller,Life,2759.5,2024-09-29,Liability,2107.77,Paid,2025-03-14,41,Nichole Hill,East
bd066f5f-1f53-41ea-885a-22eb3e0dcb18,10056,Kimberly Gonzalez,Home,2789.06,2021-03-17,Fire,2381.08,Paid,2022-08-16,5,Ryan Kelley,South
11447be3-8337-48e8-af51-9d42685b7de7,10860,Jessica Garcia,Health,477.41,2022-08-06,Medical,57.49,Paid,2022-08-29,20,Dr. Jeffrey Guerrero,Central
91a7a0ab-44d7-488b-814f-410e386d3b4e,10602,Keith Thomas,Health,1052.19,2023-10-11,Fire,804.16,Denied,2023-12-13,23,Jesse Robertson,West
5853cd91-a0c0-46a8-9461-42e345f67d63,10337,Richard Moore,Life,2609.74,2022-08-31,Liability,546.82,Paid,2024-06-04,30,Kayla Cox,West
ab658829-8a2b-4d70-8086-5af4c7bfe9d0,10353,Kenneth Lowery,Health,2078.47,2020-07-04,Medical,1597.6,Paid,2020-10-29,24,Melinda Moody,South
5ae6b3ec-673c-4a62-a4b8-e3b172e17919,10350,Dwayne Schneider,Life,1989.82,2024-01-21,Fire,1224.48,Paid,2024-02-08,6,Annette Knox,South
ae441b21-c19c-41e4-ae67-7607e7b791c1,10697,Anthony Mays,Health,1079.3,2025-01-03,Liability,485.8,Denied,2025-03-31,25,Rebecca Ayala,West
b291e2c3-935f-4a0a-aba9-164cedff3591,10555,Christian Galloway,Health,2666.96,2024-03-10,Medical,2038.14,Denied,2025-05-09,48,Carol Martin,West
9401048a-f0b8-4106-9100-c66e2b91aa98,10660,Gabriel Frederick,Auto,1841.1,2023-10-23,Theft,1632.93,Paid,2024-12-10,37,Cristina Weiss,North
4c6eb901-c76c-4879-a6a9-08e2e16d6eae,10487,Gerald Branch,Home,422.71,2024-09-02,Accident,181.72,Paid,2025-03-27,31,Jennifer Potter,East
4469484a-e5d4-4f6d-a482-010630262994,10525,Brittany Fitzgerald,Life,2563.49,2022-06-25,Liability,2366.45,Paid,2023-03-07,4,Jasmine Gill,South
4defbd11-b563-42dc-afc0-aebceeab4263,10301,Judith Horton,Auto,439.54,2022-12-04,Medical,436.85,Paid,2025-01-02,22,Darren Green,Central
a6bf58bf-e2ee-444c-aebe-a4265e81bfd7,10454,Dr. Shirley Stone,Health,2747.16,2023-12-05,Theft,2567.37,Denied,2025-02-20,12,Melissa Jones,North
64e408de-a1bc-4ed4-97cd-03758d38efde,10382,Robin Sanchez MD,Home,2181.19,2021-03-29,Theft,1576.35,Paid,2021-04-01,29,Jamie Sanchez,South
2458694c-5615-451d-97b5-e513d6130f5e,10446,Matthew Moreno MD,Auto,2857.57,2021-06-26,Medical,339.78,Denied,2022-02-19,40,Xavier George,East
41a0abe0-b044-4f78-8816-30d34bb209cc,10716,Tyler Montoya,Health,2809.73,2020-07-08,Accident,695.84,Paid,2024-04-27,19,Tammy Solomon,North
4fa6b6c6-9144-4347-8c22-541470292a71,10920,Kristie Brown,Home,678.31,2021-04-15,Medical,409.62,Paid,2021-10-03,22,Darren Green,Central
6a992bf4-10f1-46ad-bfc8-fb2f5ecf09fa,10904,Justin Whitaker,Life,1874.21,2024-04-10,Liability,488.63,Paid,2025-02-13,41,Nichole Hill,East
b7353998-5e3b-4e9a-9129-9f4941172cd1,10415,Andrew Contreras,Auto,2005.96,2024-08-07,Fire,1279.8,Paid,2024-12-30,7,Christopher Miller,North
3cf3db10-f37d-4933-b09c-d7e20da1772f,10632,Joshua Barker,Health,2717.06,2024-08-15,Liability,1015.69,In Review,2024-10-04,19,Tammy Solomon,North
0bfe434c-21f0-4821-b183-b60514efd88e,10713,Jennifer Thompson,Life,1573.26,2023-09-19,Fire,1466.87,In Review,2024-09-27,43,Kimberly Miranda,East
bf13a84d-4347-4f36-8d89-5754787439d0,10278,Kyle Schmitt,Home,2054.9,2024-01-22,Liability,454.28,Closed,2025-06-02,22,Darren Green,Central
2f2a7627-9d5a-423a-8d73-90fa6b27bf8e,10864,Joseph Jenkins,Auto,1490.06,2024-08-10,Theft,1472.14,Denied,2024-11-15,10,Megan Johnson,Central
24a83eda-1fea-450a-9c3d-890251491dc7,10434,James Walter,Health,573.03,2023-10-25,Fire,208.8,Paid,2024-05-21,42,Dean Richardson,Central
be3b1ed5-a367-4556-92cb-246e8aea4d28,10252,Robert Gonzalez,Auto,1339.76,2022-04-20,Medical,316.73,Paid,2024-09-11,46,Christopher Johnson,Central
157b64a8-5e21-4166-a95e-3b2f4002ddff,10535,Gina Hansen,Home,2376.27,2024-10-03,Theft,1728.41,Paid,2025-01-15,25,Rebecca Ayala,West
59706f4f-c295-4d66-981a-ae272d41fd5e,10645,Alexander Miller,Auto,623.36,2024-03-29,Fire,130.05,Closed,2025-01-23,43,Kimberly Miranda,East
68609428-9a40-4b2f-847a-4e712f0c9bcd,10681,Rebecca Smith,Life,2506.09,2021-08-27,Liability,525.77,Paid,2025-04-14,43,Kimberly Miranda,East
1e3d9bc2-8c89-46d5-8985-59230614ccc1,10409,Michael Page,Auto,2744.53,2025-04-17,Medical,1544.74,Denied,2025-05-09,2,Micheal Ward,North
57c0daad-a688-4e65-98bc-7a0cd5681788,10293,Pamela Stevens,Health,2521.02,2021-02-01,Fire,2295.9,Paid,2025-06-05,14,Maria Jones,North
051e6fbd-c5c8-433d-8c99-c721b11b8935,10474,Juan Alvarez,Health,2706.09,2025-06-08,Fire,1643.18,Open,2025-06-10,32,Michelle Hale,East
ce36a1b5-9cd6-4f93-b973-bb7d5280f32b,10102,Todd Daniels,Home,2018.31,2022-05-27,Accident,335.09,Paid,2024-07-15,9,Ricardo Cook,North
4bf0d83a-7671-4ba9-af0a-2c6c3c205a16,10333,Kathryn Barber,Life,338.86,2020-11-28,Accident,39.52,Paid,2021-02-20,7,Christopher Miller,North
818110e7-8088-4c6a-93c6-f956cfef098b,10090,Amber Durham,Auto,1574.98,2022-03-09,Liability,923.09,Closed,2023-05-22,48,Carol Martin,West
243512f3-9d38-49da-ae47-545edd5e7849,10373,Kimberly Gonzalez,Health,555,2023-06-23,Liability,497.41,Paid,2024-02-20,22,Darren Green,Central
1672e78f-241f-46a5-8e45-f088575fcb61,10292,Jesse Floyd,Auto,400.84,2024-10-09,Liability,321.84,Paid,2025-02-20,25,Rebecca Ayala,West
bdd174eb-0b38-4177-bef9-781be416729e,10193,Connie Good,Auto,2731.13,2021-02-05,Accident,1117.84,Paid,2023-07-17,45,Samantha Cohen,West
964cc20f-4d41-4872-82a0-9440f81711b3,10918,Emily Sweeney,Auto,2860.82,2021-06-25,Liability,362.25,Closed,2022-11-05,11,Tony Randall,West
acc06e36-237e-408f-a076-0015939f5072,10464,Courtney Peterson,Life,1875.1,2020-10-13,Medical,1134.48,Paid,2022-11-20,24,Melinda Moody,South
3b205e6b-4fcd-4e31-9ef1-d30d8bb906dc,10251,Adam Watson,Auto,1095.01,2021-08-23,Accident,471.24,Open,2023-02-05,40,Xavier George,East
6c76bae3-febd-4d51-a0c7-5ec73de84315,10271,Aaron Reyes,Auto,2485.28,2022-07-13,Fire,521.34,Closed,2023-10-27,29,Jamie Sanchez,South
5fff53d4-1592-4867-a71b-77e25cdf4ace,10258,Cassandra Hall,Health,2179.28,2023-12-07,Accident,1036.23,Denied,2024-07-25,20,Dr. Jeffrey Guerrero,Central
b49e0bf6-50e9-4a59-bce2-cfdf56dd2ecc,10427,Amanda Johnson,Health,1492.13,2021-07-28,Medical,614.95,Open,2025-02-23,13,Jacqueline Hall,North
99806768-88e8-49c8-9f53-906ec3a11429,10273,Judy Brown,Home,2641.1,2023-02-14,Fire,320.32,In Review,2023-06-07,37,Cristina Weiss,North
7653f866-cd5b-4ab4-aeee-54e7d2ce7e6f,10873,Christina Gill,Home,2038.8,2021-04-28,Medical,1560.62,Paid,2025-03-26,19,Tammy Solomon,North
784543e6-9541-4dbc-920c-5aaae9977099,10856,Amanda Wagner,Health,814.86,2022-06-26,Medical,555.05,Denied,2024-02-21,27,Andrea Mata,East
c6658be6-e612-40e8-a25d-dfbf04d7464f,10556,Zachary Lewis,Home,1389.4,2025-04-27,Accident,1216.85,Closed,2025-05-06,39,Fred Glenn,North
747d732d-3456-4173-ab3a-21c5b78dd06b,10928,Scott White,Auto,1762.41,2024-03-14,Accident,1465.07,Closed,2024-11-07,4,Jasmine Gill,South
bf1b4782-9f3b-44f8-a5a2-df6ab173cd60,10812,Sharon Moon,Auto,2565.02,2022-01-16,Medical,467.13,Closed,2024-03-04,36,Robert Johnson Jr.,North
a7b84ea9-e4e2-4bf2-831e-33b5862de4bf,10480,Cindy Golden,Auto,1712.36,2020-11-04,Theft,600.3,In Review,2023-06-26,34,Mrs. Donna Hall,South
5153fee9-884e-4d56-937b-49ced2e476aa,10206,Matthew Mason,Home,324.83,2023-06-25,Theft,65.44,Paid,2024-10-28,49,Kimberly Daugherty,North
acfd1423-01b3-4586-a983-33cdd07bec4b,10671,Benjamin Faulkner,Auto,768.11,2021-09-30,Accident,665.05,Paid,2022-11-26,33,Brian Marshall,South
202fa549-f0c5-4621-81ee-17eaa2394420,10892,Amanda Malone,Life,2610.38,2020-07-05,Accident,1816.75,Closed,2021-08-26,6,Annette Knox,South
0af5e07a-1f6b-4453-bb11-4bf47f73cac8,10036,James Morris,Home,2482.67,2025-04-10,Accident,558.12,Closed,2025-05-13,23,Jesse Robertson,West
f1145597-bd12-4e63-b6b6-af149216483c,10798,Betty Moreno,Health,1825.86,2021-08-16,Theft,1494.51,Paid,2022-02-12,26,Megan Salinas,Central
7cce329a-5c9b-44aa-8fc7-bdab2164af68,10012,Kevin Garcia,Life,2918.76,2022-02-13,Liability,587.12,Paid,2025-01-15,25,Rebecca Ayala,West
80c57936-ce0a-412b-8d58-64602d3bcd08,10946,Robert Whitehead,Life,329.69,2023-05-31,Theft,276.53,Paid,2023-06-26,2,Micheal Ward,North
81b26f3e-c1b7-4f84-9403-710176926cec,10085,Albert Gibson,Auto,1139.65,2023-04-14,Fire,931.51,Open,2024-08-27,46,Christopher Johnson,Central
d3f30bc5-d3f8-47da-8a48-5bf252947bf7,10983,David Mcdonald,Home,587.82,2020-10-11,Fire,189.66,Closed,2021-09-06,9,Ricardo Cook,North
7ddabe6d-15ed-4207-a220-628f0ee12337,10995,Angela Robinson,Auto,1274.63,2021-05-24,Theft,1070.81,Paid,2023-02-26,31,Jennifer Potter,East
598ddfb5-73f4-4c13-94f1-6a8c75c8d83f,10333,Kathryn Barber,Life,338.86,2020-11-28,Accident,112.56,Closed,2022-07-25,31,Jennifer Potter,East
03ddb7b3-1f80-4624-a4e9-40651734567b,10640,Kenneth Walters,Home,1318.67,2020-11-22,Medical,437.27,In Review,2023-11-13,6,Annette Knox,South
5e9bb266-4cdb-44ec-beb8-b19c831b47b7,10880,Chad Francis,Health,899.32,2021-10-20,Theft,736.45,Paid,2021-12-12,10,Megan Johnson,Central
7ce87c8b-11e9-4e4e-a213-9ab2a87404a5,10245,Sarah Obrien,Health,341.73,2024-06-03,Liability,91.94,Open,2024-12-12,39,Fred Glenn,North
770e568d-2f4b-4ca0-987e-fa38d2126704,10390,Beverly Fowler,Home,2478.45,2020-12-07,Liability,1138.25,Paid,2021-07-13,50,Eric Taylor,Central
11923b19-0778-485c-a983-988b0efab1cd,10891,Larry Reed,Life,2250.12,2024-12-31,Fire,1485.01,Paid,2025-05-02,8,Wendy Mccoy,Central
28302697-2883-46fa-a1f9-7bfb378d626c,10368,Christopher Graham,Home,2744.45,2022-01-13,Theft,866.41,Paid,2025-02-21,41,Nichole Hill,East
d71e0efd-691c-4e20-b050-61e459448543,10069,Laura Rodriguez,Life,501.29,2022-04-12,Liability,222.19,Paid,2022-11-17,8,Wendy Mccoy,Central
d7cefe0d-ef48-4a5f-ba56-ff3dfa4a2bfb,10309,Jesse Callahan,Health,2447,2022-11-21,Medical,1198.9,Denied,2025-03-27,2,Micheal Ward,North
501b2089-4d4e-4f77-a8f4-faca025c16c4,10141,Jamie Santos,Health,2898.61,2021-04-17,Liability,2084.42,Denied,2024-10-01,46,Christopher Johnson,Central
f9d4a518-dbaf-4aff-a18c-079face3a6c7,10791,Kelli Wilson,Auto,714.05,2024-12-14,Accident,581.1,Paid,2025-04-24,1,Jason Olson,North
fc89a8e8-0af7-4e7c-919e-068bdfbc73d5,10041,Erik Vasquez,Health,629.5,2021-10-04,Liability,135.64,Paid,2023-01-22,37,Cristina Weiss,North
805ba04e-eb9c-4ee3-ab96-a5372e477525,10870,Gary Lee,Life,2854.51,2023-02-17,Medical,525.49,Paid,2023-08-23,43,Kimberly Miranda,East
1fc2e5f8-7af5-454f-9003-a553b618b70b,10541,Karen Sampson,Life,2875.94,2022-03-24,Theft,1180.88,Denied,2022-10-10,24,Melinda Moody,South
08131a9f-ae22-4247-9c8f-07ec8dc54f6e,10108,Rose Rios,Health,2339.99,2023-02-13,Theft,1998.64,Open,2024-05-27,35,Dr. Frederick Thomas,East
624f54be-2985-43fa-817a-9d0bf9f96f8f,10139,Nathan Murray,Health,1281.8,2025-04-02,Liability,940.16,Closed,2025-05-09,33,Brian Marshall,South
00f4bdeb-ca5e-4d5d-8806-51797bd09362,10027,Lindsey Smith,Home,839.12,2023-01-07,Liability,458.23,Paid,2024-03-10,31,Jennifer Potter,East
b73a128b-22ce-4add-8dce-dd8216c747ce,10924,Ashley Kelly,Health,2459.61,2021-12-12,Theft,1210.24,In Review,2025-06-01,24,Melinda Moody,South
d4de2d52-f508-4c78-99b7-d9e8027e3398,10488,Alexander Roberts,Health,1058.6,2022-02-13,Fire,271.89,In Review,2025-06-04,23,Jesse Robertson,West
f3cd8471-1a9c-4687-a5c9-91148870adae,10089,Gregory Potts,Home,2695.47,2023-01-21,Theft,2092.05,Paid,2024-09-19,47,Joseph Myers,North
